SampleID,Rocktype,Source,Publication1,Publication2,Project,Dlat,Dlong,Sample_type,Core,Depth_m_from,Depth_m_to,Description_Other_notes,,SiO2_pct,TiO2_pct,Al2O3_pct,Fe2O3T_pct,MgO_pct,MnO_pct,CaO_pct,Na2O_pct,K2O_pct,P2O5_pct,SO3_pct,LOI_pct,Cl_pct,Total_calc,Total_LOI,Total_LOI_SO3,aSiO2_pct,aTiO2_pct,aAl2O3_pct,aFe2O3T_pct,aMgO_pct,aMnO_pct,aCaO_pct,aNa2O_pct,aK2O_pct,aP2O5_pct,aTotal,FeOT_pct,Mg,Na20_K2O,K2O_Na2O,ASI,Eu_Eu,Au_ppb,Pt_ppb,Pd_ppb,Re_ppm,Ag_ppm,F_ppm,Bi_ppm,Sn_ppm,Mo_ppm,Be_ppm,Cs_ppm,Ba_ppm,Rb_ppm,Sr_ppm,Pb_ppm,Th_ppm,U_ppm,Nb_ppm,Ta_ppm,Zr_ppm,Hf_ppm,Y_ppm,Ga_ppm,La_ppm,Ce_ppm,Pr_ppm,Nd_ppm,Sm_ppm,Eu_ppm,Gd_ppm,Tb_ppm,Dy_ppm,Ho_ppm,Er_ppm,Tm_ppm,Yb_ppm,Lu_ppm,Sc_ppm,Ni_ppm,V_ppm,Cd_ppm,Cr_ppm,Cu_ppm,Zn_ppm,Sb_ppm,As_ppm,Ge_ppm,Ti_ppm
2003967000,Dolerite,External,Geoscience Australia,AMIRA-P763,Kalgoorlie-Kambalda Strat,-30.806285,121.810205,unknown,,,,fine-medium-grained,,50.47,0.15,14.19,7.97,15.16,0.11,8.1,0.91,0.15,0.01,,3.2,,97.22,100.42,100.42,51.91,0.15,14.6,8.2,15.59,0.11,8.33,0.94,0.15,0.01,100,7.17,79.06,1.06,0.164835,0.866256,1.292374,,,,,,135,,,0.2,,0.3,57,6.5,67,0.7,0.5,,0.4,,10,0.4,3.4,10,1.6,2.9,,1.64,0.51,0.207,0.45,0.1,0.51,0.1,0.36,,0.33,0.06,24,199,91,,1414,4,33,1.2,,1.3,899.25
2004967000,Dolerite,External,Geoscience Australia,AMIRA-P763,Kalgoorlie-Kambalda Strat,-31.112057,122.036845,unknown,,,,dolerite,,63.46,0.93,11.46,11.9,1.07,0.18,3.4,2.24,1.29,0.25,0.03,4.44,,96.18,100.62,100.65,65.98,0.97,11.92,12.37,1.11,0.19,3.54,2.33,1.34,0.26,100,10.71,15.12,3.53,0.575893,1.017711,0.758439,,,,,,1040,0.4,2.1,3.7,1.6,2.6,596,33.3,117.6,9,10.8,2.5,10.9,0.7,246.8,6,54.3,17.9,32.2,60.7,7.48,31.89,7.17,1.796,7.15,1.21,8.23,1.6,5.19,,4.92,0.7,20,,,,,4,83,1,1.7,1.5,5575.35
2001968000,Dolerite,External,Geoscience Australia,AMIRA-P763,Kalgoorlie-Kambalda Strat,-30.830718,121.502314,unknown,,,,,,54.84,0.96,10.34,14.02,0.71,0.24,5.3,3.1,0.7,0.3,,,,90.51,90.51,90.51,60.59,1.06,11.42,15.49,0.78,0.27,5.86,3.43,0.77,0.33,100,12.62,9.12,3.8,0.225806,0.667532,1.483568,,,,,,,,1.6,7.5,,1,77,24.2,109,1.9,1.6,0.5,11.9,0.7,,7.7,94.2,23.8,14.3,38.9,,31.3,9.84,2.767,,2.49,15.3,3.11,9.96,,9.6,1.44,,4,,,15,22,129,,7.2,14,5755.2
2004969000,Dolerite,External,Geoscience Australia,AMIRA-P763,Kalgoorlie-Kambalda Strat,-30.820297,121.866035,unknown,,,,gabbro,,49.1,0.45,15.01,8.58,9.77,0.15,14.27,1.46,0.07,0.03,0.04,0.83,,98.89,99.72,99.76,49.65,0.46,15.18,8.68,9.88,0.15,14.43,1.48,0.07,0.03,100,7.72,69.31,1.53,0.047945,0.528283,1.231205,,,,,,369,,,0.6,0.2,0.9,26,1.5,78.7,2,,,0.6,,16.1,0.5,11.5,11.4,1.6,2.8,0.46,2.58,0.9,0.422,1.22,0.22,1.57,0.32,1.04,,1.04,0.14,48,177,229,,1252,197,48,0.9,1.9,1.6,2697.75
2004969000,Dolerite,External,Geoscience Australia,AMIRA-P763,Kalgoorlie-Kambalda Strat,-30.820174,121.866486,unknown,,,,gabbro,,50.1,0.43,15.3,8.5,9.72,0.14,12.9,2.24,0.3,0.03,0.01,0.07,,99.66,99.73,99.74,50.27,0.43,15.35,8.53,9.75,0.14,12.94,2.25,0.3,0.03,100,7.65,69.4,2.54,0.133929,0.557276,1.476542,,,,,,555,0.2,,3.1,0.6,2,38,10.8,68.4,9,,,0.5,,14.7,0.4,12.2,10.6,0.8,2.5,0.41,2.29,0.95,0.518,1.21,0.21,1.51,0.32,1.02,,1.07,0.15,43,205,205,,1564,12,79,1.9,1.9,1.9,2577.85
2003967000,Dolerite,External,Geoscience Australia,AMIRA-P763,Kalgoorlie-Kambalda Strat,-30.857807,121.905745,unknown,,,,fine-grained metagabbro,,50.87,0.79,13.96,11.83,7.16,0.15,10.19,2.45,0.19,0.06,,3.13,,97.65,100.78,100.78,52.09,0.81,14.3,12.11,7.33,0.15,10.44,2.51,0.19,0.06,100,10.64,54.54,2.64,0.077551,0.613464,1.159553,,,,,,226,,0.9,3.3,,0.3,26,5.5,99.2,2.6,0.2,,1.6,0.2,34,1.1,19.1,16.5,2,5.2,,5.23,1.76,0.773,2.36,0.45,2.98,0.64,2.01,,1.8,0.29,45,43,304,,13,161,41,1.5,0.8,1.5,4736.05
2004969000,Dolerite,External,Geoscience Australia,AMIRA-P763,Kalgoorlie-Kambalda Strat,-30.756095,121.82385,unknown,,,,plag-rich gabbro,,53.14,0.65,14.75,9.46,7.09,0.17,11.01,1.9,0.72,0.07,0.02,0.87,,98.96,99.83,99.85,53.7,0.66,14.91,9.56,7.16,0.17,11.13,1.92,0.73,0.07,100,8.51,59.78,2.62,0.378947,0.616762,0.964467,,,,,,646,,,,0.5,0.1,404,16.3,242.2,4,1.1,0.2,2,,51.8,1.4,16.3,13.8,5.8,12,1.65,7.46,2.14,0.692,2.21,0.35,2.37,0.47,1.53,,1.51,0.21,36,101,219,,343,69,63,0.1,0.7,1.5,3896.75
2004967000,Dolerite,External,Geoscience Australia,AMIRA-P763,Kalgoorlie-Kambalda Strat,-31.127671,122.052042,unknown,,,,gabbro,,51.56,0.5,15.24,9.39,7.71,0.16,10.35,1.71,0.09,0.06,0.03,3.71,,96.77,100.48,100.51,53.28,0.52,15.75,9.7,7.97,0.17,10.7,1.77,0.09,0.06,100,8.45,61.95,1.8,0.052632,0.701617,1.02981,,,,,,738,0.2,1,2.2,0.6,0.4,60,3.4,119.1,9,2.3,0.5,2.2,,51.4,1.3,15.2,13.9,7.3,13.8,1.78,7.4,1.9,0.631,1.79,0.29,2.04,0.43,1.42,,1.31,0.18,32,104,193,,487,104,66,1.3,2.1,1.6,2997.5
2004967000,Dolerite,External,Geoscience Australia,AMIRA-P763,Kalgoorlie-Kambalda Strat,-31.022553,122.085048,unknown,,,,gabbro,,49.69,0.27,15.6,7.36,9.44,0.14,13.57,1.16,0.17,0.03,0.02,2.99,,97.43,100.42,100.44,51,0.28,16.01,7.55,9.69,0.14,13.93,1.19,0.17,0.03,100,6.62,71.79,1.33,0.146552,0.583062,1.261033,,,,,,690,,0.8,2.1,0.4,0.1,49,4.3,133.3,4,1,0.2,1,,23,0.5,8.5,12.7,3,5.9,0.74,3.56,0.75,0.359,1.01,0.16,1.34,0.26,0.85,,0.78,0.1,39,113,161,,174,122,38,8.2,13.4,1.7,1618.65
2004967000,Dolerite,External,Geoscience Australia,AMIRA-P763,Kalgoorlie-Kambalda Strat,-31.024563,122.082221,unknown,,,,gabbro,,50.01,0.32,19.18,6.44,6.99,0.12,13.44,1.77,0.37,0.04,0.02,1.57,,98.68,100.25,100.27,50.68,0.32,19.44,6.53,7.08,0.12,13.62,1.79,0.37,0.04,100,5.79,68.28,2.14,0.20904,0.691445,1.225928,,,,,,631,,1,1.9,0.6,0.1,142,10.6,101.5,4,1.3,0.3,1.3,,29.8,0.7,9.8,14.8,4.4,8.2,1.03,4.52,1.28,0.486,1.09,0.18,1.34,0.27,0.88,,0.82,0.11,31,100,139,,503,96,35,0.8,7.5,1.5,1918.4
2004969000,Dolerite,External,Geoscience Australia,AMIRA-P763,Kalgoorlie-Kambalda Strat,-31.110506,121.989797,unknown,,,,gabbro,,49.96,0.25,16.16,7.83,11.15,0.14,9.65,2.02,0.08,0.03,0.02,2.53,,97.27,99.8,99.82,51.36,0.26,16.61,8.05,11.46,0.14,9.92,2.08,0.08,0.03,100,7.05,73.86,2.1,0.039604,0.771428,1.345412,,,,,,436,,,0.7,0.3,,64,1.8,107.3,4,1,0.2,0.9,,20,0.6,6.1,11,3.7,6.7,0.84,3.43,0.84,0.368,0.81,0.13,0.99,0.19,0.66,,0.63,0.1,25,187,118,,931,67,44,7.6,2.5,1.3,1498.75
2004969000,Dolerite,External,Geoscience Australia,AMIRA-P763,Kalgoorlie-Kambalda Strat,-31.043298,122.081465,unknown,,,,gabbro,,50.94,0.4,16.11,8.02,8.03,0.14,12.69,1.38,0.27,0.04,0.02,1.8,,98.02,99.82,99.84,51.97,0.41,16.44,8.18,8.19,0.14,12.95,1.41,0.28,0.04,100,7.22,66.51,1.65,0.195652,0.628656,1.029902,,,,,,514,,,1.3,0.5,0.1,115,7.1,153.8,7,2,0.4,1.6,,36.3,1,12.1,12.8,6.3,11.5,1.45,6.02,1.48,0.52,1.59,0.27,1.83,0.34,1.16,,1.17,0.17,37,86,179,,967,59,67,4.7,7.5,1.5,2398
2004967000,Dolerite,External,Geoscience Australia,AMIRA-P763,Kalgoorlie-Kambalda Strat,-31.110724,122.041955,unknown,,,,gabbro,,52.2,0.59,14.37,11.85,6.71,0.19,10.69,1.27,0.12,0.07,0.03,2.58,,98.06,100.64,100.67,53.23,0.6,14.65,12.08,6.84,0.19,10.9,1.3,0.12,0.07,100,10.66,52.89,1.39,0.094488,0.663808,0.947236,,,,,,741,0.2,1.3,1.4,0.6,0.8,70,4.4,149.2,10,2.6,0.6,2.6,,58.6,1.5,17.3,15.3,8.2,15.7,1.99,8.72,2.22,0.694,2.21,0.38,2.64,0.52,1.7,,1.6,0.23,39,44,225,,19,153,83,1,3.4,1.6,3537.05
2004969000,Dolerite,External,Geoscience Australia,AMIRA-P763,Kalgoorlie-Kambalda Strat,-31.043768,122.115235,unknown,,,,medium gabbro,,53,0.55,14.98,10.11,7.15,0.16,10.95,2.01,0.27,0.06,0.02,0.62,,99.24,99.86,99.88,53.41,0.55,15.09,10.19,7.2,0.16,11.03,2.03,0.27,0.06,100,9.1,58.37,2.28,0.134328,0.637445,0.934449,,,,,,530,,,1.3,0.8,,133,6.6,113.2,5,2.8,0.5,2.3,,51.9,1.5,15.3,13.3,9.6,15.9,2.01,8.33,2.14,0.652,2.07,0.34,2.27,0.45,1.51,,1.51,0.22,34,75,208,,328,70,62,0.2,2.6,1.4,3297.25
2004969000,Dolerite,External,Geoscience Australia,AMIRA-P763,Kalgoorlie-Kambalda Strat,-31.062676,121.910805,unknown,,,,gabbro,,52.48,0.53,12.36,10.32,12.08,0.16,7.1,2.56,0.27,0.05,0.01,1.88,,97.91,99.79,99.8,53.6,0.54,12.62,10.54,12.34,0.16,7.25,2.61,0.28,0.05,100,9.29,69.9,2.83,0.105469,0.710035,1.011762,,,,,,546,,0.7,0.6,0.6,0.3,196,10.8,125.1,4,2.3,0.5,2.1,,43.4,1.3,11.9,11.2,6.3,12.1,1.47,5.93,1.72,0.574,1.71,0.31,1.97,0.39,1.32,,1.27,0.19,31,159,195,,1029,53,81,0.6,2,1.5,3177.35
2004969000,Dolerite,External,Geoscience Australia,AMIRA-P763,Kalgoorlie-Kambalda Strat,-31.062325,121.910861,unknown,,,,mela-gabbro,,53.8,0.43,12.11,9.64,11.29,0.16,7.64,2.12,0.37,0.05,0.01,2.18,,97.61,99.79,99.8,55.12,0.44,12.41,9.88,11.57,0.16,7.83,2.17,0.38,0.05,100,8.67,69.91,2.49,0.174528,0.681354,1.003158,,,,,,587,,0.7,0.6,0.3,0.1,250,10.6,70.3,3,2.1,0.4,1.8,,36.7,1,10.6,10,5,11.1,1.25,5.15,1.33,0.444,1.35,0.24,1.64,0.33,1.08,,1.12,0.17,29,155,168,,925,96,90,0.3,2.2,1.4,2577.85
2004969000,Dolerite,External,Geoscience Australia,AMIRA-P763,Kalgoorlie-Kambalda Strat,-31.043201,122.080596,unknown,,,,feldspar-bearing pyroxenite,,53.12,0.52,9.86,10.78,13.7,0.19,7.46,1.54,0.12,0.05,0.02,2.4,,97.34,99.74,99.76,54.57,0.53,10.13,11.07,14.07,0.2,7.66,1.58,0.12,0.05,100,9.7,71.6,1.66,0.077922,0.607832,0.903698,,,,,,525,,,0.2,0.4,0.2,107,4.1,66.8,4,2,0.4,2.1,,43.3,1.2,12.5,9.6,7.7,13.4,1.73,7.01,1.84,0.546,1.81,0.31,2.02,0.43,1.27,,1.27,0.21,31,173,189,,1247,48,75,1.9,2,1.8,3117.4
2004967000,Dolerite,External,Geoscience Australia,AMIRA-P763,Kalgoorlie-Kambalda Strat,-31.075374,121.962684,unknown,,,,pyroxenite,,52.77,0.76,13.89,10.47,7.84,0.14,9.54,1.86,0.19,0.09,0.02,3.12,,97.55,100.67,100.69,54.1,0.78,14.24,10.73,8.04,0.14,9.78,1.91,0.19,0.09,100,9.42,59.75,2.05,0.102151,0.674138,0.881949,,,,,,623,0.1,1.4,1.3,0.8,0.1,77,4.9,124.8,6,3.4,0.5,3.5,0.2,85.8,2,20.6,15.7,9,18.3,2.33,10.29,2.41,0.719,2.54,0.44,2.84,0.57,1.87,,1.73,0.25,33,88,248,,367,72,64,4.4,10,1.9,4556.2
2004967000,Dolerite,External,Geoscience Australia,AMIRA-P763,Kalgoorlie-Kambalda Strat,-31.064862,121.942506,unknown,,,,gabbro,,53.13,0.73,14.24,10.5,6.39,0.15,10.81,1.37,0.32,0.08,0.03,2.9,,97.72,100.62,100.65,54.37,0.75,14.57,10.74,6.54,0.15,11.06,1.4,0.33,0.08,100,9.45,54.68,1.69,0.233577,0.640089,0.894262,,,,,,785,,1.3,1.7,0.7,0.2,116,9.8,127.8,8,3.4,0.8,3.5,0.2,74.6,1.8,20,15.4,9.6,19.2,2.41,10.18,2.43,0.74,2.6,0.42,2.9,0.58,1.87,,1.74,0.26,35,63,248,,194,139,56,4.7,13.2,1.8,4376.35
2003967000,Dolerite,External,Geoscience Australia,AMIRA-P763,Kalgoorlie-Kambalda Strat,-30.893293,121.806735,unknown,,,,fine-grained metagabbro,,52.53,0.69,14.26,10.73,6.65,0.15,9.93,1.63,0.35,0.08,,3.62,,97,100.62,100.62,54.15,0.71,14.7,11.06,6.86,0.15,10.24,1.68,0.36,0.08,100,9.65,55.13,1.98,0.214724,0.675582,0.936766,,,,,,471,,0.8,2.6,0.5,0.1,296,9.1,120.1,5.2,4.1,0.8,3.5,0.2,75,2.1,24,15.8,10.7,20,,11.04,2.76,0.884,2.98,0.49,2.97,0.63,2.05,,1.98,0.32,34,59,234,,254,103,57,3.6,0.6,1.4,4136.55
2003967000,Dolerite,External,Geoscience Australia,AMIRA-P763,Kalgoorlie-Kambalda Strat,-30.875332,121.820765,unknown,,,,medium-grained metagabbro,,52.56,0.64,14.48,11.74,5.57,0.19,9.95,2.04,0.43,0.07,,3.16,,97.67,100.83,100.83,53.81,0.66,14.83,12.02,5.7,0.19,10.19,2.09,0.44,0.07,100,10.56,48.47,2.47,0.210784,0.661032,1.093995,,,,,,350,,0.9,1,0.5,0.3,97,14,120.3,3.2,2.9,0.6,3.1,0.2,64,1.8,18.8,16.8,8.9,17.3,,9.47,2.28,0.868,2.56,0.52,2.79,0.59,1.99,,1.83,0.29,41,19,245,,8,121,58,1.2,,1.5,3836.8
2004967000,Dolerite,External,Geoscience Australia,AMIRA-P763,Kalgoorlie-Kambalda Strat,-31.066319,121.96991,unknown,,,,gabbro,,50.3,0.29,16.38,7.21,9.46,0.14,13.22,1.1,0.23,0.03,0.02,1.96,,98.36,100.32,100.34,51.14,0.29,16.65,7.33,9.62,0.14,13.44,1.12,0.23,0.03,100,6.49,72.25,1.33,0.209091,0.627937,1.137292,,,,,,654,,0.8,2.8,0.1,0.1,120,6.4,108.9,5,1,0.2,1,,25,0.6,8.7,12.5,3.1,6.2,0.8,3.68,0.79,0.334,1.02,0.18,1.27,0.25,0.83,,0.76,0.11,34,146,149,,935,109,41,8.9,8.3,1.7,1738.55
2004967000,Dolerite,External,Geoscience Australia,AMIRA-P763,Kalgoorlie-Kambalda Strat,-31.060859,121.934124,unknown,,,,gabbro,,50.12,0.28,13.5,8.48,13.45,0.15,6.96,1.87,0.06,0.03,0.02,5.64,,94.9,100.54,100.56,52.81,0.3,14.23,8.94,14.17,0.16,7.33,1.97,0.06,0.03,100,7.63,75.89,1.93,0.032086,0.85493,1.184973,,,,,,612,,0.8,1,0.2,0.1,104,1.1,121.8,4,1,0.2,1.2,,25.8,0.6,7.5,10.8,3,6.2,0.72,3.19,0.63,0.292,0.9,0.15,1.07,0.21,0.73,,0.74,0.09,23,163,121,,1169,35,53,4.7,2.6,1.7,1678.6
2004967000,Dolerite,External,Geoscience Australia,AMIRA-P763,Kalgoorlie-Kambalda Strat,-31.048847,121.95134,unknown,,,,gabbro,,50.86,0.3,15.63,7.89,11.4,0.15,9.04,0.94,0.66,0.04,0.02,3.4,,96.91,100.31,100.33,52.48,0.31,16.13,8.14,11.76,0.15,9.33,0.97,0.68,0.04,100,7.1,74.14,1.6,0.702128,0.836248,1.177143,,,,,,586,,0.8,0.9,0.1,1.1,123,30.9,94.8,3,1.3,0.3,1.2,,28.3,0.6,7.9,11.9,3.6,7.2,0.88,3.73,0.83,0.343,0.95,0.15,1.12,0.21,0.74,,0.72,0.09,23,167,119,,959,55,59,3.4,3.1,1.6,1798.5
2004969000,Dolerite,External,Geoscience Australia,AMIRA-P763,Kalgoorlie-Kambalda Strat,-31.074851,121.961641,unknown,,,,medium-grained pyroxenite,,50.3,0.28,14.78,8.02,12.54,0.14,7.03,2.02,0.47,0.03,0.02,4.15,,95.61,99.76,99.78,52.61,0.29,15.46,8.39,13.12,0.15,7.35,2.11,0.49,0.03,100,7.22,75.63,2.49,0.232673,0.889905,1.241357,,,,,,447,,0.7,,0.2,0.1,218,12.9,117.3,3,1.4,0.3,1.2,,24.5,0.7,7.9,10.6,4.3,8.3,1.09,4.38,1.05,0.438,1.09,0.19,1.2,0.22,0.76,,0.72,0.11,21,154,118,,1069,38,50,6.2,1.7,1.4,1678.6
2004969000,Dolerite,External,Geoscience Australia,AMIRA-P763,Kalgoorlie-Kambalda Strat,-31.030631,121.91426,unknown,,,,pyroxenite,,51.63,0.4,14.08,8.73,9.95,0.15,11.73,1.41,0.34,0.04,0.09,1.27,,98.46,99.73,99.82,52.44,0.41,14.3,8.87,10.11,0.15,11.91,1.43,0.35,0.04,100,7.86,69.33,1.75,0.241135,0.586509,0.98145,,,,,,485,,0.8,0.6,0.5,0.7,107,10.7,105.2,3,1.9,0.4,1.5,,33.9,0.9,11.3,11.3,5.7,11.1,1.37,5.68,1.43,0.471,1.48,0.26,1.72,0.33,1.12,,1.06,0.16,36,139,177,,817,99,48,2,1.9,1.5,2398
2004969000,Dolerite,External,Geoscience Australia,AMIRA-P763,Kalgoorlie-Kambalda Strat,-31.096726,121.970022,unknown,,,,med gabbro,,50.97,0.34,15.67,8.34,10.65,0.14,9.7,1.3,0.33,0.04,0.02,2.34,,97.48,99.82,99.84,52.29,0.35,16.08,8.56,10.93,0.14,9.95,1.33,0.34,0.04,100,7.5,71.7,1.63,0.253846,0.778626,1.04938,,,,,,502,,,0.7,0.5,0.1,127,11,119.6,5,1.7,0.4,1.4,,30.6,0.8,8.8,11.3,4.5,9.4,1.14,4.58,1.15,0.402,1.17,0.2,1.35,0.26,0.87,,0.88,0.13,26,129,135,,867,34,53,2.3,4.1,1.3,2038.3
2003967000,Dolerite,External,Geoscience Australia,AMIRA-P763,Kalgoorlie-Kambalda Strat,-30.874314,121.822922,unknown,,,,fine-medium-grained metagabbro,,50.73,0.27,15.66,7.19,9.69,0.13,13.48,1.2,0.25,0.03,,1.78,,98.63,100.41,100.41,51.43,0.27,15.88,7.29,9.82,0.13,13.67,1.22,0.25,0.03,100,6.47,72.78,1.45,0.208333,0.585549,1.138002,,,,,,251,,,0.4,0.2,0.1,116,8.5,96.2,1.1,1,0.2,0.9,,22,0.6,8.5,12.4,3.2,6.4,,3.74,1.13,0.422,1.11,0.19,1.26,0.26,0.84,,0.82,0.12,36,123,143,,326,144,26,,,1.4,1618.65
2003969000,Dolerite,External,Geoscience Australia,AMIRA-P763,Kalgoorlie-Kambalda Strat,-30.893199,121.803326,unknown,,,,medium gabbro,,50.58,0.4,16.04,8.23,7.29,0.15,13.46,1.41,0.34,0.04,,2.42,,97.94,100.36,100.36,51.64,0.41,16.38,8.4,7.44,0.15,13.74,1.44,0.35,0.04,100,7.41,63.72,1.75,0.241135,0.590778,0.966374,,,,,,556,,,2.1,0.3,0.1,221,11,114.3,4.5,1.6,0.4,1.8,0.2,39,1.2,12.8,14,6.5,12,,7.09,1.87,0.603,1.91,0.5,2.15,0.43,1.42,,1.22,0.19,37,108,181,,293,146,53,1.4,0.8,1.3,2398
2003969000,Dolerite,External,Geoscience Australia,AMIRA-P763,Kalgoorlie-Kambalda Strat,-30.874449,121.822806,unknown,,,,amphibole-porphyritic gabbro,,49.7,0.27,15.67,7.03,9.37,0.13,13.12,1.21,0.16,0.02,,3.76,,96.68,100.44,100.44,51.41,0.28,16.21,7.27,9.69,0.13,13.57,1.25,0.17,0.02,100,6.33,72.56,1.37,0.132231,0.602487,1.072892,,,,,,515,,,0.7,0.2,0.2,66,4.6,102.5,1.4,0.9,0.2,0.9,,22,0.8,6.4,12.2,3.1,6.2,,3.56,1.02,0.377,1.12,0.21,1.36,0.27,0.85,,0.83,0.12,34,128,144,,280,129,36,0.2,,1.3,1618.65
2003969000,Dolerite,External,Geoscience Australia,AMIRA-P763,Kalgoorlie-Kambalda Strat,-30.806508,121.807914,unknown,,,,medium gabbro,,50.6,0.21,15.1,6.8,11.39,0.1,13,1.03,0.09,0.02,,1.97,,98.34,100.31,100.31,51.45,0.21,15.35,6.91,11.58,0.1,13.22,1.05,0.09,0.02,100,6.12,76.87,1.12,0.087379,0.594046,0.95739,,,,,,477,,,0.6,,0.2,112,2.6,76.8,1.2,0.6,0.1,0.6,,14,0.5,5.2,10.7,2,4,,2.39,0.9,0.266,0.76,0.13,0.88,0.2,0.63,,0.57,0.13,31,146,119,,1150,60,35,2.2,,1.3,1258.95
2004969000,Dolerite,External,Geoscience Australia,AMIRA-P763,Kalgoorlie-Kambalda Strat,-30.753269,121.829713,unknown,,,,mela-gabbro,,52.56,0.58,12.59,7.58,10.59,0.14,10.44,2.09,1.25,0.07,0.08,1.73,,97.89,99.62,99.7,53.69,0.59,12.86,7.74,10.82,0.14,10.67,2.14,1.28,0.07,100,6.82,73.49,3.34,0.598086,0.52976,0.980904,,,,,,361,,0.7,1.7,0.4,0.3,566,36.7,235.6,3,0.7,0.2,1.6,,40.4,1.2,11.4,11.6,7,10.8,1.47,6.51,2,0.657,2.06,0.33,2.33,0.45,1.42,,1.33,0.19,39,258,208,,1222,160,48,0.2,3.4,1.6,3477.1
WID1786-12A,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-31.46474,121.537054,core,WID1786,262.2,,,,48.426,0.652,13.615,12.617,9.476,0.2,12.554,1.126,0.134,0.063,0.435,0.569,,98.863,99.43,99.87,48.98,0.66,13.77,12.76,9.58,0.2,12.7,1.14,0.14,0.06,100,11.35,59.83,1.26,0.119005,0.548685,1.009214,,,,,,354,0.09,0.6,0.3,1.4,2.39,20.9,9.5,68.9,1.38,0.18,0.04,1.6,0.15,36.2,0.97,14.3,15.9,3.31,5.47,0.86,4.56,1.46,0.557,1.95,0.34,2.05,0.5,1.4,,1.36,0.21,40,154,236,,460,74,105,2.8,9.1,1.1,3908.74
WID1786-13,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-31.46474,121.537054,core,WID1786,264.49,,,,48.255,0.75,15.073,12.416,8.137,0.207,12.443,1.813,0.13,0.063,0.711,,,99.287,99.16,99.87,48.6,0.76,15.18,12.51,8.2,0.21,12.53,1.83,0.13,0.06,100,11.17,56.51,1.943,0.071704,0.585633,0.860451,,,,,,395,0.72,0.5,,0.3,1.31,20.9,5.6,126.7,1.08,0.24,0.05,1.9,0.18,41.3,1.07,18.2,17.4,3.18,6.23,0.99,5.56,1.79,0.587,2.43,0.41,2.77,0.62,1.74,,1.66,0.24,45,92,272,,388,143,87,2.7,0.8,1.1,4496.25
CHD410-7,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-31.059242,121.869965,core,CHD410,115.13,,,,52.278,1.056,17.617,8.302,3.99,0.149,7.573,2.77,0.061,0.085,0.048,5.925,,93.881,99.81,99.85,55.69,1.12,18.77,8.84,4.25,0.16,8.07,2.95,0.06,0.09,100,7.47,48.79,2.831,0.022022,0.958149,0.964018,,,,,,537,0.55,0.4,,,0.15,33,2,152.1,0.53,0.19,3.15,2.5,0.19,55.4,1.66,21.5,21,4.25,8.09,1.27,6.54,2.29,0.832,3.04,0.53,3.22,0.75,2.07,,2,0.32,37,286,315,,401,92,73,3.2,,1.8,6330.72
KD330-14,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-31.225722,121.67464,core,KD330,609.76,,,,45.653,1.015,15.821,13.98,8.78,0.187,8.816,1.84,0.082,0.076,0.021,3.595,,96.25,99.85,99.87,47.43,1.05,16.44,14.52,9.12,0.19,9.16,1.91,0.09,0.08,100,12.58,55.46,1.922,0.044565,0.826661,0.880729,,,,,,233,0.04,0.2,,,0.11,13.4,0.4,152.3,1.28,0.26,2.85,2.3,0.15,50.7,1.4,28,17.8,4.08,7.35,1.19,6.57,2.17,0.755,3.16,0.55,3.75,0.78,2.24,,2.19,0.35,37,213,268,,396,35,138,2.1,0.6,1.7,6084.925
KD330-19A,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-31.225722,121.67464,core,KD330,577.18,,,,52.319,0.991,16.245,9.641,4.45,0.243,8.957,2.567,0.108,0.081,0.056,4.193,,95.602,99.8,99.85,54.73,1.04,16.99,10.08,4.65,0.25,9.37,2.69,0.11,0.08,100,8.68,47.78,2.675,0.042072,0.787873,0.899724,,,,,,392,0.67,0.3,,0.5,0.09,74.8,1.8,138.5,1.92,0.22,3.43,2.5,0.21,51.4,1.43,22.7,18.2,4.61,7.84,1.24,6.8,2.36,0.824,3.32,0.56,3.9,0.81,2.22,,2,0.32,37,199,283,,381,97,118,2.3,,1.3,5941.045
CD201-14,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-31.34769,121.749651,core,CD201,362.15,,,,47.147,0.96,15.212,13.401,7.652,0.201,11.716,1.794,0.08,0.076,0.508,1.109,,98.239,99.35,99.86,47.99,0.98,15.48,13.64,7.79,0.2,11.93,1.83,0.08,0.08,100,12.06,53.1,1.874,0.044593,0.625204,0.92982,,,,,,376,0.58,0.4,,,0.05,17.8,0.2,199.6,0.58,0.21,2.62,2.2,0.16,46.4,1.32,24.7,17.4,4.1,7.24,1.15,6.2,2,0.754,3.06,0.52,3.62,0.76,2.25,,2.22,0.34,41,177,283,,362,130,98,2.2,1,1.9,5755.2
